loc_x,loc_y,loc_z,vel_x,vel_y,vel_z,acc_x,acc_y,acc_z,t,t_total,tick
-935.457214,-338.981995,228.417114,-8.57941,599.938477,0.0,0.0145,-0.002551,0.0,0.095697,1.408514,14
-936.279053,-281.51593,228.417114,-8.579,599.93811,0.0,0.004271,-0.003823,0.0,0.095789,1.504303,15
-937.092102,-224.657593,228.417114,-8.57804,599.938232,0.0,0.010133,0.001288,0.0,0.094772,1.599075,16
-938.079102,-155.624802,228.417114,-8.576,599.938782,0.0,0.017728,0.004774,0.0,0.115068,1.714144,17
-938.876892,-99.836441,228.417114,-8.578614,599.938721,0.0,-0.028111,-0.000656,0.0,0.092989,1.807133,18
-939.724121,-40.586018,228.417114,-8.578377,599.938538,0.0,0.002404,-0.001854,0.0,0.098761,1.905893,19
-940.691406,27.064419,228.417114,-8.579131,599.938538,0.0,-0.00669,0.0,0.0,0.112761,2.018654,20
-941.59375,84.384666,228.417114,-9.828627,599.919617,0.0,-13.077847,-0.198036,0.0,0.095543,2.114197,21
-942.534546,140.272415,228.417114,-10.220747,599.913086,0.0,-4.209078,-0.070102,0.0,0.093161,2.207357,22
-943.539673,198.739136,228.417114,-10.35423,599.910828,0.0,-1.369647,-0.023172,0.0,0.097458,2.304815,23
-944.526611,255.774963,228.417114,-10.393841,599.909546,0.0,-0.416633,-0.013482,0.0,0.095074,2.399889,24
-945.743347,325.537079,228.417114,-10.773938,599.903564,0.0,-3.268554,-0.051436,0.0,0.116289,2.516178,25
-946.915405,381.007904,228.417114,-13.875598,599.839966,0.0,-33.541584,-0.68776,0.0,0.092472,2.60865,26
-948.336548,438.478363,228.417114,-15.264848,599.806335,0.0,-14.499482,-0.350997,0.0,0.095814,2.704464,27
-950.058044,504.720306,228.417114,-15.733753,599.793579,0.0,-4.245747,-0.115504,0.0,0.110441,2.814905,28
-951.609375,563.553162,228.417114,-15.852223,599.791382,0.0,-1.20778,-0.022401,0.0,0.098089,2.912994,29
-953.209717,620.736938,228.417114,-18.017954,599.728333,0.0,-22.714781,-0.661279,0.0,0.095345,3.008339,30
-955.120544,679.121521,228.417114,-20.350674,599.655029,0.0,-23.960054,-0.752919,0.0,0.097359,3.105698,31
-957.117188,736.546326,228.417114,-21.072355,599.630676,0.0,-7.53603,-0.254302,0.0,0.095764,3.201462,32
-958.770142,783.298584,228.417114,-4.132883,116.744766,0.0,150.753021,-4297.44873,0.0,0.112366,3.313828,33
-958.792725,783.937073,228.417114,0.0,0.0,0.0,42.73893,-1207.279785,0.0,0.096701,3.410528,34
-958.792725,783.937073,228.417114,0.0,0.0,0.0,0.0,0.0,0.0,0.09795,3.508478,35
-958.792725,783.937073,228.417114,0.0,0.0,0.0,0.0,0.0,0.0,0.093056,3.601534,36
-958.792725,783.937073,228.417114,0.0,0.0,0.0,0.0,0.0,0.0,0.113157,3.714691,37
-1723.276978,1309.630371,228.389145,0.0,0.0,0.0,0.0,0.0,0.0,0.095383,0.095383,1
-1723.276978,1309.630371,228.389145,0.0,0.0,0.0,0.0,0.0,0.0,0.092829,0.188211,2
-1714.744873,1300.213013,228.389145,139.800156,-154.303894,0.0,1375.099365,-1517.760742,0.0,0.101665,0.289877,3
-1690.182495,1273.100464,228.389145,288.756958,-318.742096,0.0,1374.934204,-1517.834106,0.0,0.108337,0.398214,4
-1652.836914,1231.876953,228.389145,402.831085,-444.660706,0.0,1123.930176,-1240.629517,0.0,0.101496,0.49971,5
-1615.805542,1190.999756,228.389145,402.834625,-444.668121,0.0,0.038509,-0.080669,0.0,0.091928,0.591639,6
-1576.0896,1147.15918,228.389145,402.830963,-444.668884,0.0,-0.037143,-0.007738,0.0,0.098595,0.690233,7
-1531.71582,1098.177124,228.389145,402.829376,-444.665863,0.0,-0.014406,0.027427,0.0,0.110155,0.800388,8
-1492.36499,1054.73938,228.389145,402.82843,-444.663727,0.0,-0.009684,0.021868,0.0,0.097687,0.898075,9
-1455.100342,1013.605103,228.389145,402.831207,-444.665527,0.0,0.03002,-0.019464,0.0,0.092508,0.990583,10
