loc_x,loc_y,loc_z,vel_x,vel_y,vel_z,acc_x,acc_y,acc_z,t,t_total,tick
-825.15155,227.306427,228.417114,-12.160272,-599.877258,0.0,-3.341222,0.066672,0.0,0.107108,1.304248,13
-826.245117,173.625107,228.417114,-12.248411,-599.874695,0.0,-0.984931,0.028646,0.0,0.089488,1.393736,14
-827.556335,109.530548,228.417114,-12.28307,-599.874146,0.0,-0.324375,0.005141,0.0,0.106847,1.500583,15
-828.865906,45.59507,228.417114,-12.288179,-599.874084,0.0,-0.047942,0.000573,0.0,0.106582,1.607164,16
-829.991089,-7.866227,228.417114,-13.636214,-599.84491,0.0,-15.125755,0.327359,0.0,0.089122,1.696286,17
-831.747498,-71.90609,228.417114,-17.951607,-599.731323,0.0,-40.41637,1.063809,0.0,0.106773,1.80306,18
-833.762146,-135.969513,228.417114,-19.279842,-599.690369,0.0,-12.433656,0.383377,0.0,0.106826,1.909885,19
-835.462402,-188.24379,228.417114,-19.608526,-599.679077,0.0,-3.770623,0.129535,0.0,0.08717,1.997055,20
-837.559387,-252.090225,228.417114,-19.73658,-599.674988,0.0,-1.20273,0.038409,0.0,0.106469,2.103524,21
-839.673584,-316.239899,228.417114,-19.773691,-599.6745,0.0,-0.346917,0.004564,0.0,0.106975,2.210499,22
-841.394409,-368.409119,228.417114,-19.782467,-599.673035,0.0,-0.100875,0.016838,0.0,0.086996,2.297495,23
-843.421448,-429.849945,228.417114,-19.785048,-599.673584,0.0,-0.025187,-0.005361,0.0,0.102458,2.399953,24
-845.220825,-484.383118,228.417114,-8.234053,-249.526764,0.0,107.869225,3269.854004,0.0,0.107083,2.507036,25
-845.348206,-488.245026,228.417114,0.0,0.0,0.0,92.114006,2791.445557,0.0,0.08939,2.596426,26
-845.348206,-488.245026,228.417114,0.0,0.0,0.0,0.0,0.0,0.0,0.106473,2.702899,27
